YEAR	DOY	HOUR	PAR	Swdown	TEMP	STEMP	RH	RAIN	WIND	PRESSURE	aCO2_AW	amb_co2	date	moy	dom
2000	1	0	1.94	1.24	3.757	4.997	96.96	0	0	101300	376.31	471.7200012	2000-01-01	1	1
2000	1	1	1.85	0	3.06	4.746	97.84	0	0	101300	376.31	478.2000122	2000-01-01	1	1
2000	1	2	1.67	0	2.581	4.678	98.31	0	0	101300	376.31	483.980011	2000-01-01	1	1
2000	1	3	1.23	0	2.98	5.013	98.46	0	0	101300	376.31	488.5599976	2000-01-01	1	1
2000	1	4	1.76	0	3.483	5.253	98.41	0	0	101300	376.31	492	2000-01-01	1	1
2000	1	5	1.58	0	4.213	5.359	97.82	0	0	101300	376.31	492.4400024	2000-01-01	1	1
2000	1	6	2.2	1.03	4.8	5.463	96.2	0	0.27	101300	376.31	484.6499939	2000-01-01	1	1
2000	1	7	1.76	0	5.438	5.752	94.31	0	0.25	101300	376.31	459.5100098	2000-01-01	1	1
2000	1	8	2.64	2.79	6.13	5.984	92.82	0	0.27	101300	376.31	421.0799866	2000-01-01	1	1
2000	1	9	20.58	16.02	6.822	6.212	89.61	0	0.01	101300	376.31	394.8500061	2000-01-01	1	1
2000	1	10	87.18	66.56	7.682	6.707	86.57	0	0.15	101300	376.31	381.8999939	2000-01-01	1	1
2000	1	11	186.57	141.21	9.018	7.357	79.04	0	0.52	101300	376.31	375.9400024	2000-01-01	1	1
2000	1	12	281.37	213.63	10.835	8.253	72.92	0	0.38	101300	376.31	372.4599915	2000-01-01	1	1
2000	1	13	432.2	331.4	11.942	9.124	74.54	0	0.95	101300	376.31	370.3900146	2000-01-01	1	1
2000	1	14	847.07	648.75	14.096	11.1	71.6	0	1.92	101300	376.31	369.6700134	2000-01-01	1	1
2000	1	15	722.98	562.31	16.379	11.971	67.24	0	2.02	101300	376.31	368.9599915	2000-01-01	1	1
2000	1	16	367.5	288.52	16.438	11.959	68.94	0	2.49	101300	376.31	368.7999878	2000-01-01	1	1
2000	1	17	178.49	144.23	16.023	11.272	72.91	0	2.46	101300	376.31	371.9899902	2000-01-01	1	1
2000	1	18	20.5	11.9	14.633	9.568	80.58	0	0.49	101300	376.31	380.1199951	2000-01-01	1	1
2000	1	19	0.53	0.04	12.701	8.64	88.46	0	0	101300	376.31	403.8999939	2000-01-01	1	1
2000	1	20	0.54	2.54	11.3	8.194	92.02	0	0.59	101300	376.31	426.269989	2000-01-01	1	1
2000	1	21	1.27	0.15	10.001	7.459	95.08	0	0.06	101300	376.31	443.6900024	2000-01-01	1	1
2000	1	22	2.84	2.87	8.564	7.043	97.42	0	0.11	101300	376.31	454.3599854	2000-01-01	1	1
2000	1	23	1.7	1.03	7.452	6.845	98.37	0	0.09	101300	376.31	464.7999878	2000-01-01	1	1
2000	2	0	2.02	0	6.673	6.544	98.6	0	0.16	101300	376.31	471.7200012	2000-01-02	1	2
2000	2	1	0.54	1.24	5.706	6.529	98.98	0	0.18	101300	376.31	478.2000122	2000-01-02	1	2
2000	2	2	1.41	0	5.748	6.515	99.17	0	0.12	101300	376.31	483.980011	2000-01-02	1	2
2000	2	3	0.62	1.86	5.66	6.422	99.16	0	0.06	101300	376.31	488.5599976	2000-01-02	1	2
2000	2	4	1.23	0	5.289	6.014	99.12	0	0.04	101300	376.31	492	2000-01-02	1	2
2000	2	5	0.97	0	4.937	6.087	99.15	0	0.05	101300	376.31	492.4400024	2000-01-02	1	2
2000	2	6	0	2.48	5.332	6.373	99.2	0	0.32	101300	376.31	484.6499939	2000-01-02	1	2
2000	2	7	1.33	0.21	6.054	6.687	99.2	0	0.02	101300	376.31	459.5100098	2000-01-02	1	2
2000	2	8	3.97	1.8	7.546	6.904	99.29	0	0.26	101300	376.31	421.0799866	2000-01-02	1	2
2000	2	9	100.06	100.4	10.915	7.326	98.36	0	1.3	101300	376.31	394.8500061	2000-01-02	1	2
2000	2	10	363.01	319.92	14.75	8.944	87.19	0	2.13	101300	376.31	381.8999939	2000-01-02	1	2
2000	2	11	539.76	426.41	16.913	11.428	75.63	0	4.31	101300	376.31	375.9400024	2000-01-02	1	2
2000	2	12	614.35	470.11	18.011	12.506	60.61	0	5.91	101300	376.31	372.4599915	2000-01-02	1	2
2000	2	13	178.59	129.67	17.671	12.151	63.2	0	3.88	101300	376.31	370.3900146	2000-01-02	1	2
2000	2	14	169.61	124.67	17.918	12.292	66.36	0	3.35	101300	376.31	369.6700134	2000-01-02	1	2
2000	2	15	111.53	78.21	18.074	12.325	68.16	0	3.08	101300	376.31	368.9599915	2000-01-02	1	2
2000	2	16	87.26	62.66	18.162	12.259	69.12	0	3.13	101300	376.31	368.7999878	2000-01-02	1	2
2000	2	17	57.32	38.05	18.342	12.349	68.68	0	3.42	101300	376.31	371.9899902	2000-01-02	1	2
2000	2	18	9.4	7.89	18.352	12.15	68.51	0	3.25	101300	376.31	380.1199951	2000-01-02	1	2
2000	2	19	0.18	1.45	18.143	11.8	69.78	0	2.17	101300	376.31	403.8999939	2000-01-02	1	2
2000	2	20	0.62	1.45	18.008	11.223	69.82	0	1.86	101300	376.31	426.269989	2000-01-02	1	2
2000	2	21	0.44	3.72	17.61	10.921	70.9	0	0.87	101300	376.31	443.6900024	2000-01-02	1	2
2000	2	22	1.32	4.76	16.96	10.569	74.21	0	1.38	101300	376.31	454.3599854	2000-01-02	1	2
2000	2	23	0.62	2.11	16.836	10.311	74.73	0	1.87	101300	376.31	464.7999878	2000-01-02	1	2
2000	3	0	1.58	3.41	16.868	10.388	73.38	0	2	101300	376.31	471.7200012	2000-01-03	1	3
2000	3	1	1.14	4.28	16.345	10.265	75.27	0	0.97	101300	376.31	478.2000122	2000-01-03	1	3
2000	3	2	1.41	1.72	15.355	10.119	79.73	0	0.43	101300	376.31	483.980011	2000-01-03	1	3
2000	3	3	1.58	4.3	14.492	10.141	83.54	0	0.21	101300	376.31	488.5599976	2000-01-03	1	3
2000	3	4	0.79	3.29	14.204	10.227	84.95	0	0.4	101300	376.31	492	2000-01-03	1	3
2000	3	5	0.62	4.47	14.37	10.244	84.33	0	0.7	101300	376.31	492.4400024	2000-01-03	1	3
2000	3	6	0.09	5.95	15.794	10.404	82.39	0	2.01	101300	376.31	484.6499939	2000-01-03	1	3
2000	3	7	0.97	3.45	17.068	11.494	82.46	0	3.11	101300	376.31	459.5100098	2000-01-03	1	3
2000	3	8	1.06	2.91	16.926	11.669	84.18	0	2.67	101300	376.31	421.0799866	2000-01-03	1	3
2000	3	9	30.79	19.8	16.864	11.654	84.34	0	2.5	101300	376.31	394.8500061	2000-01-03	1	3
2000	3	10	127.29	73.98	17.007	11.789	84.23	0	3.8	101300	376.31	381.8999939	2000-01-03	1	3
2000	3	11	263.73	147.33	17.803	12.456	80.47	0	3.3	101300	376.31	375.9400024	2000-01-03	1	3
2000	3	12	207.13	114.28	18.117	12.811	79.33	0	2.8	101300	376.31	372.4599915	2000-01-03	1	3
2000	3	13	590.3	336.9	19.474	13.829	74	0	3.8	101300	376.31	370.3900146	2000-01-03	1	3
2000	3	14	271.3	152.18	21.047	14.134	60.35	0	4.5	101300	376.31	369.6700134	2000-01-03	1	3
2000	3	15	664.23	387.48	21.941	14.9	52.25	0	4	101300	376.31	368.9599915	2000-01-03	1	3
2000	3	16	317.13	178.79	22.153	14.906	49.68	0	5.2	101300	376.31	368.7999878	2000-01-03	1	3
2000	3	17	132.18	78.03	21.939	14.26	50.68	0	4.7	101300	376.31	371.9899902	2000-01-03	1	3
2000	3	18	13.71	5.55	21.655	13.743	51.01	0	3.9	101300	376.31	380.1199951	2000-01-03	1	3
2000	3	19	2.86	0	21.32	13.416	51.42	0	4	101300	376.31	403.8999939	2000-01-03	1	3
2000	3	20	1.52	0	20.856	13.265	54.01	0	3.7	101300	376.31	426.269989	2000-01-03	1	3
2000	3	21	3.24	0	20.951	13.784	55.58	0	4.9	101300	376.31	443.6900024	2000-01-03	1	3
2000	3	22	2.86	0	20.661	14.222	58.66	0.51	5.7	101300	376.31	454.3599854	2000-01-03	1	3
2000	3	23	0	0	19.154	13.6	68.2	0.76	5.2	101300	376.31	464.7999878	2000-01-03	1	3
2000	4	0	0.19	0	17.207	13.449	82.33	3.3	5.2	101300	376.31	471.7200012	2000-01-04	1	4
2000	4	1	0	0	16.955	13.536	83.92	3.56	5.1	101300	376.31	478.2000122	2000-01-04	1	4
2000	4	2	0	0	16.419	13.719	87.87	3.81	4.9	101300	376.31	483.980011	2000-01-04	1	4
2000	4	3	0	0	16.264	13.991	88.55	9.65	5.7	101300	376.31	488.5599976	2000-01-04	1	4
2000	4	4	0	0	15.522	14.09	94.33	6.6	3.2	101300	376.31	492	2000-01-04	1	4
